Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
NIGHT VIEW,Closeouts,,$176.25,$246.75,MIDNIGHT BLUE,Approx 47 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Gorgeous leather at an exceptional value! Approx Weight 2.6 - 3.0 oz / sq ft Approx thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/5/k598_night_view_c1_4.jpg,,https://www.leatherhidestore.com/k598-night-view-1.html
RUGGED BLUE,Closeouts,,$202.50,$283.50,DARK NAVY BLUE,APPROX 54 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Rugged Blue is a very nice leather at an excellent price. This leather is tanned on European hides and finished in Italy, and can be used for a wide variety of purposes. Whether it's residential - from smaller crafts to furniture upholstery - to commercial, this leather is durable enough to stand up to the demands of an automotive, aircraft, or marine application. Order a sample today to experience it for yourself in your home, car, plane, or boat today! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k884_rugged_blue_c2.jpg,,https://www.leatherhidestore.com/k884-rugged%20blue.html
SUMMER SKY,Closeouts,,$217.50,$304.50,2-TONED SOFT BLUE-GREEN,APPROX. 58 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Summer Sky is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. This hide offers everything necessary to make a lasting impression with a stylish two-toned color that will compliment any project. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k976_summer_c1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/30202/s/k976-b-summer-sky/
SKYLINE BLUE,Closeouts,,$198.75,$278.25,DARK NAVY BLUE,APPROX. 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Soar to new heights with Skyline Blue. This aviation-rated leather is incredibly durable, making it ideal for automotive and aircraft applications. We are proud to offer this leather at a price anyone can afford and it is sure to compliment any project. Order a sample today and get yours while these hides last! Approx Weight 2.6 - 3.0 oz/ sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k798_c1_1_1.jpg,,https://www.leatherhidestore.com/k798-skyline-blue-2.html
ANTIQUE SADDLE,Closeouts,,$184.50,$276.75,DISTRESSED BROWN,Approx 41 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,DISTRESS,MEDIUM SHEEN,WAXY,PREMIUM FULL GRAIN,"Antique Saddle is a beautiful distressed leather! Natural markings, the signature of fine leather, will be present. Approx Weight: 3.0 - 3.5 oz/sq.ft. Approx Thickness: 1.2-1.4mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_60.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32813/s/k1068-buttercup-tan-leather-upholstery-cow-hide-skins-8/category/1981/
PUMPKIN SPICE,Closeouts,,$276.50,$367.50,MEDIUM BROWN WITH LIGHT UNDERTONES,Approx 70 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,LOW SHEEN,VERY SOFT,EXCELLENT,Pumpkin Spice is a stunning leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_49_1_1.jpg,,https://www.leatherhidestore.com/k1100-a-pumpkin-spice.html
BEDFORD BROWN,Closeouts,,$192.50,$288.75,FADED BROWN,APPROX 55 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is beautiful leather at an excellent price! Approx Weight 2.6 - 3.0 oz/sq ft. Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/3/k337_bedford_brown_c1.jpg,,https://www.leatherhidestore.com/k337-bedford-brown.html
ISLAND SKY,Closeouts,,$295.20,$468.00,SOFT PERIWINKLE,APPROX 72 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Island Sky combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Big Sky is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Island Sky is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_33_missoula_big_sky_c9_tammy_2_1_1.jpg,,https://www.leatherhidestore.com/k1111-island-sky-2.html
RUGGED BLUE,Closeouts,,$183.75,$257.25,DARK NAVY BLUE,APPROX 49 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Rugged Blue is a very nice leather at an excellent price. This leather is tanned on European hides and finished in Italy, and can be used for a wide variety of purposes. Whether it's residential - from smaller crafts to furniture upholstery - to commercial, this leather is durable enough to stand up to the demands of an automotive, aircraft, or marine application. Order a sample today to experience it for yourself in your home, car, plane, or boat today! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k884_rugged_blue_c2_1_1.jpg,,https://www.leatherhidestore.com/k884-b-rugged%20blue.html
SKYLINE BLUE,Closeouts,,$172.50,$241.50,DARK NAVY BLUE,APPROX. 46 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Soar to new heights with Skyline Blue. This aviation-rated leather is incredibly durable, making it ideal for automotive and aircraft applications. We are proud to offer this leather at a price anyone can afford and it is sure to compliment any project. Order a sample today and get yours while these hides last! Approx Weight 2.6 - 3.0 oz/ sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k798_c1_1_1_1.jpg,,https://www.leatherhidestore.com/k798-c-skyline-blue.html
PUMPKIN SPICE,Closeouts,,$244.90,$325.50,MEDIUM BROWN WITH LIGHT UNDERTONES,Approx 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,LOW SHEEN,VERY SOFT,EXCELLENT,Pumpkin Spice is a stunning leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_49_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32682/
ISLAND SKY,Closeouts,,$258.30,$409.50,SOFT PERIWINKLE,APPROX 63 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Island Sky combines rich color, supple soft feel, and a premium top grain cowhide into a leather that exudes luxury. Big Sky is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Island Sky is also wear-resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/u/l/ul_33_missoula_big_sky_c9_tammy_2_1.jpg,,https://www.leatherhidestore.com/k1111-island-sky-1.html
NATURAL SOFT TEAL,Closeouts,,$278.50,$442.00,SOFT TEAL BLUE,APPROX 68 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Natural Soft Teal is a very nice premium full-grain leather that we are proud to offer at a price anyone can afford. This leather is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admire, lived on and most of all enjoyed. This leather is certain to make any project an absolute showpiece. We always recommend ordering a sample as the best way to ensure that the leather will work for your project. Order a sample now before these hides are gone. Approx Weight 2.6 - 3.0 Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k890_smooth_jade_c1_1_1.jpg,,https://www.leatherhidestore.com/k890-b%20natural%20soft%20teal.html
SUMMER SKY,Closeouts,,$198.75,$278.25,2-TONED SOFT BLUE-GREEN,APPROX. 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Summer Sky is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. This hide offers everything necessary to make a lasting impression with a stylish two-toned color that will compliment any project. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k976_summer_c1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/30201/s/k976-a-summer-sky/
CATTLE RANCH DISTRESS,Closeouts,,$272.00,$416.00,MEDIUM BROWN WITH LIGHT UNDERTONES,Approx 64 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,EXCELLENT,This is a beautiful distressed leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_54_3.jpg,,https://www.leatherhidestore.com/k1106-b-rustic-canyon-distress-1.html
NATURAL SOFT TEAL,Closeouts,,$254.50,$403.00,SOFT TEAL BLUE,APPROX 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Natural Soft Teal is a very nice premium full-grain leather that we are proud to offer at a price anyone can afford. This leather is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admire, lived on and most of all enjoyed. This leather is certain to make any project an absolute showpiece. We always recommend ordering a sample as the best way to ensure that the leather will work for your project. Order a sample now before these hides are gone. Approx Weight 2.6 - 3.0 Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k890_smooth_jade_c1_1.jpg,,https://www.leatherhidestore.com/k890-a%20natural%20soft%20teal.html
SKYLINE BLUE,Closeouts,,$236.25,$330.75,DARK NAVY BLUE,APPROX. 63 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Soar to new heights with Skyline Blue. This aviation-rated leather is incredibly durable, making it ideal for automotive and aircraft applications. We are proud to offer this leather at a price anyone can afford and it is sure to compliment any project. Order a sample today and get yours while these hides last! Approx Weight 2.6 - 3.0 oz/ sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k798_c1_1.jpg,,https://www.leatherhidestore.com/k798-skyline-blue-1.html
ANTIQUE SADDLE,Closeouts,,$135.00,$202.50,DISTRESSED BROWN,Approx 30 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,DISTRESS,MEDIUM SHEEN,WAXY,PREMIUM FULL GRAIN,"Antique Saddle is a beautiful distressed leather! Natural markings, the signature of fine leather, will be present. Approx Weight: 3.0 - 3.5 oz/sq.ft. Approx Thickness: 1.2-1.4mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_60_3.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32816/category/1981/
ANTIQUE SADDLE,Closeouts,,$211.50,$317.25,DISTRESSED BROWN,Approx 47 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,DISTRESS,MEDIUM SHEEN,WAXY,PREMIUM FULL GRAIN,"Antique Saddle is a beautiful distressed leather! Natural markings, the signature of fine leather, will be present. Approx Weight: 3.0 - 3.5 oz/sq.ft. Approx Thickness: 1.2-1.4mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_60_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32814/category/1981/
MODEST BROWN,Closeouts,,$206.25,$275.00,MEDIUM BROWN,APPROX 55 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Very nice leather at an exceptional price! Approx Weight 2.6 oz / sq ft . Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k142_modest_brown_c3.jpg,,https://www.leatherhidestore.com/k142-modest-brown-leather-upholstery.html
MAGIC MUSHROOM,Closeouts,,$257.95,$351.75,SOFT BROWN,Approx 67 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Magic Mushroom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_51.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32692/s/k1103-magic-mushroom/category/1981/
BRIDLE TRAIL,Closeouts,,$285.00,$390.00,SADDLE BROWN,APPROX 60 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! This is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" No bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. This leathers patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. It is also tough - scratch the leather and simply rub the scratches out. A full-bodied weight combined with an extra supple feel make this piece ideal for upholstery and leather goods of all types. Made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_57_2.jpg,,https://www.leatherhidestore.com/k1115-bridle-trail-3.html
RUGGED BLUE,Closeouts,,$236.25,$330.75,DARK NAVY BLUE,APPROX 63 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Rugged Blue is a very nice leather at an excellent price. This leather is tanned on European hides and finished in Italy, and can be used for a wide variety of purposes. Whether it's residential - from smaller crafts to furniture upholstery - to commercial, this leather is durable enough to stand up to the demands of an automotive, aircraft, or marine application. Order a sample today to experience it for yourself in your home, car, plane, or boat today! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k884_rugged_blue_c2_1.jpg,,https://www.leatherhidestore.com/k884-a-rugged%20blue.html
CAFFE MOCHA,Closeouts,,$265.65,$355.35,MILK CHOCOLATE BROWN,Approx 69 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Caffe Mocha is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/2/_/2_34.jpg,,https://www.leatherhidestore.com/k1093-caffe-mocha.html
CATTLE RANCH DISTRESS,Closeouts,,$204.00,$416.00,MEDIUM BROWN WITH LIGHT UNDERTONES,Approx 48 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,EXCELLENT,This is a beautiful distressed leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_54_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32711/
CATTLE RANCH DISTRESS,Closeouts,,$170.00,$260.00,MEDIUM BROWN WITH LIGHT UNDERTONES,Approx 40 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,EXCELLENT,This is a beautiful distressed leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_54_2.jpg,,https://www.leatherhidestore.com/k1107-b-cattle-ranch-distress-1.html
DESERT DUNE,Closeouts,,$210.00,$294.00,SIERRA BROWN,Approx 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Desert Dune is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/_/0_2_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32670/s/k1097-desert-dune/category/1981/
MOUNTAIN CABIN,Closeouts,,$234.00,$351.00,DISTRESSED BROWN,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,DISTRESS,MEDIUM SHEEN,BUTTERY SOFT,PREMIUM FULL GRAIN,"Mountain Cabin is a beautiful distressed leather finished in Italy! Natural markings, the signature of fine leather, will be present. Approx Weight: 2.6 - 3.0 oz/sq.ft. Approx Thickness: 1.0-1.2mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/m/img_1640.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32824/s/k1068-buttercup-tan-leather-upholstery-cow-hide-skins-7/category/1982/
SALTED CARAMEL DISTRESS,Closeouts,,$255.00,$405.00,CARAMEL BROWN,Approx 60 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A WAXY FEEL,FULL-GRAIN,This is a beautiful heavy-weight leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_14.jpg,,https://www.leatherhidestore.com/k1108-b-dark-roast-distress-1.html
